date,snowfall_cm,slr,temp_max,temp_min,humidity_avg,accumulated_snowfall_cm
2009-01-22,0.00,0,-3.0,-7.1,99.9,137.35
2009-01-23,3.35,14.7,-4.8,-7.4,99.5,140.70
2009-01-24,19.81,18.2,-6.1,-9.0,98.0,160.51
2009-01-25,9.46,18.6,-7.1,-9.5,97.3,169.97
2009-01-26,0.31,15.6,-5.2,-7.4,99.3,170.28
2009-01-27,0.16,16.3,-7.4,-13.3,96.5,170.44
2009-01-28,0.00,0,-6.2,-14.0,95.9,170.44
2009-01-29,0.00,0,-1.7,-6.1,99.8,170.44
2009-01-30,0.00,0,0.3,-3.8,58.4,170.44
2009-01-31,0.00,0,3.0,-5.6,36.8,170.44
2009-02-01,0.00,0,7.9,0.7,15.1,170.44
2009-02-02,0.00,0,3.3,-6.5,33.9,170.44
2009-02-03,0.00,0,-4.6,-8.4,46.0,170.44
2009-02-04,0.89,18.0,-4.9,-9.3,91.5,171.33
2009-02-05,0.89,23.0,-7.0,-16.7,95.0,172.22
2009-02-06,16.17,29.9,-17.1,-19.4,88.4,188.39
2009-02-07,28.21,29.3,-16.9,-19.9,88.6,216.60
2009-02-08,9.34,29.8,-12.1,-19.9,88.6,225.94
2009-02-09,0.00,0,-7.7,-12.0,82.7,225.94
2009-02-10,0.00,0,-7.3,-11.5,69.0,225.94
2009-02-11,0.00,0,-6.4,-11.1,67.7,225.94
2009-02-12,0.00,0,-5.2,-8.3,85.8,225.94
2009-02-13,0.00,0,-5.5,-8.8,84.6,225.94
2009-02-14,0.00,0,-4.7,-9.6,87.5,225.94
2009-02-15,0.00,0,-6.2,-12.7,93.8,225.94
2009-02-16,0.00,0,-9.1,-13.8,95.1,225.94
2009-02-17,1.38,18.4,-8.7,-14.3,94.0,227.32
2009-02-18,9.77,21.3,-7.7,-12.8,94.6,237.09
2009-02-19,5.68,21.4,-7.9,-12.9,94.6,242.77
2009-02-20,0.00,0,-3.1,-10.5,97.9,242.77
2009-02-21,7.00,16.8,-7.5,-9.5,97.6,249.77
2009-02-22,3.15,14.7,-4.9,-7.7,99.1,252.92
2009-02-23,0.74,12.2,-1.8,-6.6,96.8,253.66
2009-02-24,0.00,0,-2.1,-7.3,86.4,253.66
2009-02-25,6.48,14.0,-2.8,-7.0,93.6,260.14
2009-02-26,3.37,16.3,-6.2,-9.8,98.5,263.51
2009-02-27,0.90,18.3,-6.7,-10.0,93.3,264.41
2009-02-28,0.50,21.0,-6.4,-13.0,92.4,264.91
2009-03-01,3.07,15.8,-5.8,-10.5,97.6,267.98
2009-03-02,3.10,13.7,-4.6,-7.1,99.8,271.08
2009-03-03,0.15,15.5,-1.7,-6.7,93.1,271.23
2009-03-04,0.00,0,-1.1,-4.0,100.0,271.23
2009-03-05,0.82,12.4,-3.9,-5.7,100.0,272.05
2009-03-06,0.13,12.5,-4.2,-5.7,100.0,272.18
2009-03-07,1.59,14.5,-5.2,-6.4,99.8,273.77
2009-03-08,22.89,14.2,-3.8,-6.6,99.5,296.66
2009-03-09,0.39,13.1,-2.1,-5.9,100.0,297.05
2009-03-10,10.92,17.2,-4.7,-10.7,98.5,307.97
2009-03-11,0.21,21.2,-3.8,-11.8,98.8,308.18
2009-03-12,1.85,15.3,-3.9,-6.7,99.5,310.03
2009-03-13,0.25,12.9,-3.3,-5.9,99.9,310.28
2009-03-14,0.00,0,1.7,-3.5,89.6,310.28
2009-03-15,0.00,0,1.5,-2.8,69.0,310.28
2009-03-16,0.00,0,2.0,-3.9,80.3,310.28
2009-03-17,0.00,0,-1.3,-5.1,85.0,310.28
2009-03-18,0.00,0,-0.6,-6.3,82.1,310.28
2009-03-19,0.00,0,0.9,-6.3,72.3,310.28
2009-03-20,0.26,10.4,2.6,-2.9,84.6,310.54
2009-03-21,1.01,11.1,-1.6,-8.9,84.1,311.55
2009-03-22,10.52,16.1,-6.0,-8.4,95.0,322.07
2009-03-23,7.24,17.8,-7.7,-12.9,96.5,329.31
2009-03-24,0.19,23.0,-7.6,-12.7,82.3,329.50
2009-03-25,0.00,0,-5.4,-11.4,76.4,329.50
2009-03-26,0.16,17.7,-5.5,-11.2,95.4,329.66
2009-03-27,4.19,17.7,-5.6,-11.1,91.0,333.85
2009-03-28,4.01,15.5,-3.2,-8.1,99.5,337.86
2009-03-29,0.00,0,-3.3,-7.2,96.7,337.86
2009-03-30,1.20,10.1,-0.3,-6.2,85.0,339.06
2009-03-31,0.39,11.0,-0.2,-5.2,82.5,339.45
2009-04-01,0.00,0,1.9,-1.6,72.0,339.45
2009-04-02,0.00,0,5.8,1.4,75.5,339.45
2009-04-03,-1,-1,3.9,1.7,83.0,339.45
2009-04-04,0.00,0,8.1,-0.7,73.1,339.45
2009-04-05,0.07,8.2,3.9,-2.1,89.8,339.52
2009-04-06,0.00,0,1.9,-1.1,80.6,339.52
2009-04-07,1.22,9.0,5.7,-1.3,72.2,340.74
2009-04-08,4.11,9.5,-0.8,-2.3,100.0,344.85
2009-04-09,1.27,8.6,1.5,-1.5,98.2,346.12
2009-04-10,0.00,0,6.8,1.4,78.7,346.12
2009-04-11,0.00,0,8.9,4.2,63.0,346.12
2009-04-12,0.00,0,8.5,0.9,79.9,346.12
2009-04-13,0.00,0,5.8,0.1,77.0,346.12
2009-04-14,0.00,0,5.9,-1.8,75.6,346.12
2009-04-15,1.28,11.3,0.5,-3.4,94.4,347.40
2009-04-16,0.00,0,4.6,-3.9,83.8,347.40
2009-04-17,0.27,13.2,1.1,-6.1,79.1,347.67
2009-04-18,0.00,0,-1.1,-5.7,62.5,347.67
2009-04-19,0.00,0,3.7,-6.0,75.3,347.67
2009-04-20,0.00,0,3.4,-4.5,63.5,347.67
2009-04-21,0.00,0,4.2,0.0,73.8,347.67
2009-04-22,0.00,0,6.4,-0.4,70.8,347.67
2009-04-23,0.00,0,9.5,3.0,55.4,347.67
2009-04-24,0.00,0,12.1,4.9,51.9,347.67
2009-04-25,0.00,0,12.2,4.4,46.1,347.67
2009-04-26,-1,-1,11.0,4.2,69.0,347.67
2009-04-27,-1,-1,12.6,3.3,84.1,347.67
2009-04-28,-1,-1,6.9,0.9,94.1,347.67
2009-04-29,0.00,0,9.3,2.2,63.9,347.67
2009-04-30,0.00,0,12.3,3.7,65.0,347.67
